method,dataset,unseen_idx,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,s_oa_mean,s_oa_std,u_oa_mean,u_oa_std,h_oa_mean,h_oa_std,s_aa_mean,s_aa_std,u_aa_mean,u_aa_std,h_aa_mean,h_aa_std,train_time_mean,train_time_std,test_time_mean,test_time_std
exvit,HS-SAR-Berlin,4;7,0.891708,0.002078,0.650704,0.008684,0.823691,0.003952,0.940482,0.002192,0.000000,0.000000,0.000000,0.000000,0.867605,0.011579,0.000000,0.000000,0.000000,0.000000,4172.554974,59.486269,183.866950,3.297740
