method,dataset,unseen_idx,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,s_oa_mean,s_oa_std,u_oa_mean,u_oa_std,h_oa_mean,h_oa_std,s_aa_mean,s_aa_std,u_aa_mean,u_aa_std,h_aa_mean,h_aa_std,train_time_mean,train_time_std,test_time_mean,test_time_std
ncglf2,MUUFL,1;3,0.834660,0.003778,0.646063,0.015856,0.779980,0.004234,0.941573,0.004262,0.000000,0.000000,0.000000,0.000000,0.789632,0.019380,0.000000,0.000000,0.000000,0.000000,474.742265,29.082417,33.237563,0.761507
