method,dataset,unseen_idx,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,s_oa_mean,s_oa_std,u_oa_mean,u_oa_std,h_oa_mean,h_oa_std,s_aa_mean,s_aa_std,u_aa_mean,u_aa_std,h_aa_mean,h_aa_std,train_time_mean,train_time_std,test_time_mean,test_time_std
udm,MUUFL,1;3,0.859232,0.001134,0.690655,0.021761,0.810335,0.001665,0.969293,0.001279,0.000000,0.000000,0.000000,0.000000,0.844133,0.026597,0.000000,0.000000,0.000000,0.000000,193.139221,0.930182,15.084526,0.036112
