method,dataset,unseen_idx,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,s_oa_mean,s_oa_std,u_oa_mean,u_oa_std,h_oa_mean,h_oa_std,s_aa_mean,s_aa_std,u_aa_mean,u_aa_std,h_aa_mean,h_aa_std,train_time_mean,train_time_std,test_time_mean,test_time_std
mft,HS-SAR-Berlin,4;7,0.891179,0.003575,0.650442,0.028556,0.823208,0.007132,0.939924,0.003770,0.000000,0.000000,0.000000,0.000000,0.867256,0.038075,0.000000,0.000000,0.000000,0.000000,1096.799181,73.157100,84.111124,13.588288
