ablation_name,ablation_config,dataset,unseen_idx,unseen_names,nclass,pre_OA_mean,pre_OA_std,pre_AA_mean,pre_AA_std,pre_Kappa_mean,pre_Kappa_std,OA_mean,OA_std,AA_mean,AA_std,Kappa_mean,Kappa_std,S_OA_mean,S_OA_std,U_OA_mean,U_OA_std,H_OA_mean,H_OA_std,S_AA_mean,S_AA_std,U_AA_mean,U_AA_std,H_AA_mean,H_AA_std,avg_train_time,avg_test_time
margin_0.05,{'margin': 0.05},MUUFL,4;7,road;buildings,11,0.614989,0.000000,0.347135,0.000000,0.492839,0.000000,0.784218,0.000000,0.661333,0.000000,0.713593,0.000000,0.871345,0.000000,0.509528,0.000000,0.643035,0.000000,0.695515,0.000000,0.507509,0.000000,0.586822,0.000000,14.70,0.02
margin_0.1,{'margin': 0.1},MUUFL,4;7,road;buildings,11,0.607459,0.000000,0.316757,0.000000,0.480297,0.000000,0.805808,0.000000,0.681853,0.000000,0.742464,0.000000,0.872895,0.000000,0.594300,0.000000,0.707147,0.000000,0.701431,0.000000,0.593754,0.000000,0.643116,0.000000,15.30,0.01
margin_0.2,{'margin': 0.2},MUUFL,4;7,road;buildings,11,0.615303,0.000000,0.329414,0.000000,0.481475,0.000000,0.824182,0.000000,0.699298,0.000000,0.767564,0.000000,0.872146,0.000000,0.672964,0.000000,0.759717,0.000000,0.705020,0.000000,0.673548,0.000000,0.688925,0.000000,16.01,0.01
margin_0.3,{'margin': 0.3},MUUFL,4;7,road;buildings,11,0.615911,0.000000,0.344850,0.000000,0.490269,0.000000,0.812554,0.000000,0.690931,0.000000,0.751806,0.000000,0.877286,0.000000,0.608469,0.000000,0.718559,0.000000,0.709336,0.000000,0.608109,0.000000,0.654834,0.000000,13.69,0.01
